imdb_id,homepage,overview,popularity,poster_path,spoken_languages,video,title,language,isAdult,startYear,runtimeMinutes,genres,directors,writers,averageRating,actor1,actor2,actor3,Voisin1,Voisin2,Voisin3,Voisin4
tt0325710,https://www.warnerbros.com/last-samurai,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",28.997,/lsasOSgYI85EHygtT5SvcxtZVYT.jpg,"['en', 'ja']",False,Le Dernier Samouraï,\N,0.0,2003,154,Action,1231,"nm0517589,nm0001880,nm0380980",7.8,,,,1444,1387,2917,1472
tt14998390,,,3.663,/81wJIqjtfaZgEubzDoX0I0nGhgN.jpg,['it'],False,Brado,\N,0.0,2022,116,Drama,1276,"nm0744107,nm0309979",6.6,,,,1445,1450,2802,2376
tt12672536,https://www.pathefilms.com/film/lestroismousquetaires-dartagnan,"D'Artagnan, a spirited young Gascon, is left for dead after trying to save a noblewoman from being kidnapped. Once in Paris, he tries by all means to find his attackers, unaware that his quest will lead him to the very heart of a war where the future of France is at stake. Aided by King's Musketeers Athos, Porthos and Aramis, he faces the machinations of villainous Cardinal Richelieu and Milady de Winter, while falling in love with Constance, the Queen's confidante.",41.096,/hfExJPcbBtDeFDEb7I1By72Drlr.jpg,"['fr', 'en', 'es', 'it']",False,Les Trois Mousquetaires : D'Artagnan,\N,0.0,2023,121,Action,761,"nm1141181,nm0478799,nm0241416",6.7,,,,1446,831,4140,4659
tt1457767,http://theconjuring.warnerbros.com,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",78.522,/wVYREutTvI2tmxr6ujrHT704wGF.jpg,['en'],False,Conjuring : Les Dossiers Warren,\N,0.0,2013,112,Horror,1277,"nm0370937,nm0370928",7.5,,,,1447,3819,1348,1334
tt12801262,https://www.disneyplus.com/movies/luca/7K1HyQ6Hl16P,Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,86.379,/8tABCBpzu3mZbzMB3sRzMEHEvJi.jpg,"['en', 'it']",False,Luca,\N,0.0,2021,95,Adventure,1278,"nm1154836,nm5428959,nm1776787,nm0428873,nm0528724,nm6590106",7.4,,,,1448,1425,1412,2976
tt5427194,https://www.miracleseason.movie/,"After the tragic death of star volleyball player Caroline ""Line"" Found, a team of dispirited high school girls must band together under the guidance of their tough-love coach in hopes of winning the state championship!",10.124,/cIVYjwi8QcZ9AQk4WRYgW4iUmXb.jpg,['en'],False,The Miracle Season,\N,0.0,2018,101,Drama,1279,"nm0169173,nm5990921",6.5,,,,1449,2243,1481,1396
tt0166149,,,0.6,/nJmIqCXpmfuQAblUsLqfGqC14Mw.jpg,['it'],False,Tu peux... ou tu peux pas?,\N,0.0,1970,104,Drama,1280,"nm0420651,nm0275269",6.1,,,,1450,1445,2802,2376
tt0100814,,"Hick handymen Val McKee and Earl Bassett can barely eke out a living in the Nevada hamlet of Perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. Before long, Val and Earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground.",28.989,/cA4ggkZ3r1d5r9hOAUWC8x5ul2i.jpg,['en'],False,Tremors,\N,0.0,1990,96,Comedy,1281,"nm0934093,nm0534681,nm0881038",7.2,,,,1451,1458,1460,1434
tt25406412,,"Jordan, nowadays. After the death of her husband, Nawal, 30s, has to fight for what she thinks is her inheritance for her only daughter in a region where having a son is a game changer.",4.781,/fJxRUF7a9jYvNSpKV28lCUYXbxn.jpg,['ar'],False,Inchallah un fils,\N,0.0,2023,113,Drama,1282,"nm3229825,nm4167782,nm4748651",7.2,,,,1452,1443,3887,1428
tt0057715,,"After arriving in the town of Shimonita, Ichi finds that a price has been put on his head by a local yakuza boss. He's drawn into a trap, but after hearing of the slaying of a former love, Ichi furiously fights his way through the entire clan to face the killer, a hired ronin.",2.636,/giR1dC7hRfpps1M2TSGs1eR1F1Z.jpg,['ja'],False,La légende de Zatoïchi - Le fugitif,\N,0.0,1963,86,Action,1283,"nm0395961,nm0793753",7.2,,,,3566,1453,1506,1385
tt14025788,https://www.netflix.com/title/81211064,"A chronicle biopic of the 22-year career of soccer star Roberto Baggio, including depictions of his difficult debut as a player, his deep rifts with some of his coaches, his triumph over injuries and personal discovery of Buddism.",11.833,/i0NOqrnE4FhXrk9cHm6DQeRo1Zm.jpg,['it'],False,Il Divin Codino: L'art du but par Roberto Baggio,\N,0.0,2021,91,Biography,1201,"nm2002638,nm2827922",6.1,,,,1454,1403,1229,1478
tt0067956,,"Stefano Argenti, an ambitious advertising executive, meets a curious hippie named Count Mateo Tiepolo and they form a strange bond.  Having gained Stefano's confidence, Tiepolo reveals that he wants to kill his domineering brother.  He suggests that Stefano carry out the killing and in exchange he offers to murder Luisa, Stefano's wife who is a barrier to his career and his affair with Fabienne, a model.  Argenti is more curious than shocked but decides to reject the bizarre offer.  However, a short-time later, his wife is strangled to death by an intruder and he becomes the prime suspect.  By withholding evidence that could prove his innocence.  Mateo blackmails Stefano into keeping his part of the bargain.  But there is a twist ...",2.684,/qSnyzLHqqgQBi3V32oQRKYQTzkB.jpg,['it'],False,La victime désignée,\N,0.0,1971,105,Crime,827,"nm0317232,nm0131840,nm0480575,nm0524621,nm0873386,nm0139535,nm0539377,nm0200012",6.6,,,,1455,815,2602,2721
tt0058142,,"Catholic-Irish farm girl Kate, along with her gregarious best friend Baba, moves to Dublin to pursue a more exciting life.",3.976,/dnYWePxJVBX4qzk7VR8I5ve1Jj7.jpg,"['fr', 'en']",False,La fille aux yeux verts,\N,0.0,1964,91,Drama,1284,nm0639530,6.9,,,,1456,4459,1390,1535
tt7535792,,"Days before Eid, a salesman fired from his job drives to meet his girlfriend's family, but the trip goes astray due to his zany travel buddy.",5.354,/1TZUXLdXusbak3GspmvprQQ0CZo.jpg,['tr'],False,Yol Arkadasim,\N,0.0,2017,115,Comedy,1285,nm3635856,6.1,,,,1457,1185,1522,2785
tt5023260,http://www.bleeckerstreetmedia.com/thelastword,"A retired businesswoman – who tries to control everything around her – decides to write her own obituary. A young journalist takes up the task of finding out the truth, and the result is a life-altering friendship.",9.562,/zvwBd0nsW5OqTs4ndEJLQY62leF.jpg,['en'],False,Adorables ennemies,\N,0.0,2017,108,Comedy,1286,nm7897008,6.6,,,,1458,1460,1451,1474
tt0113149,,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",8.523,/xlLnHizshGBwMiNrnop2kg2nYzE.jpg,"['fr', 'es']",False,Gazon maudit,\N,0.0,1995,104,Comedy,1287,"nm0001929,nm0095579,nm0041462",6.4,,,,1459,2099,4159,2068
tt1488555,http://www.thechangeupmovie.com/,"Dave is a married man with two kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain when lightning strikes, they switch bodies.",25.774,/ki98MXBwD1qDhY3JhMdY16jJucv.jpg,['en'],False,Échange standard,\N,0.0,2011,112,Comedy,1288,"nm0524190,nm0601859",6.3,,,,1460,1458,1451,1474
tt1821597,,The life of a melancholy professor is turned upside down when he discovers that a rebellious teenager he is tutoring is actually his son.,6.287,/RwyeBE6i44VVmr3QXR9zwL1G9b.jpg,['it'],False,Scialla!,\N,0.0,2011,101,Comedy,1289,"nm0116263,nm0042894",6.6,,,,1461,1413,1538,1550
tt0140825,,"It’s a sweltering summer, but Jung-won, a terminally ill, thirty-something photographer, is already in the winter of his life when he begins a tentative romance with a young traffic cop who doesn’t know about his condition. Is their relationship doomed before it even begins?",6.147,/vCRcrz5zuQ9d8lgM3oEmgIqEe6b.jpg,['ko'],False,Palwolui Keuriseumaseu,\N,0.0,1998,97,Drama,1290,"nm0403297,nm0644900,nm0793778",7.5,,,,1462,1687,1708,1528
tt9233612,,"While Kurdish gigolo Baran dreams of a future in Europe, German pilot Marion is struggling to come to terms with her cancer diagnosis. When the two meet at the Turkish holiday resort of Marmaris, they engage in a kind of double-cross and decide to enter into a sham marriage. After a promising beginning, a shared future seems well within their reach. But things turn out not to be quite as simple as that.",1.131,/2AtlX1oA7jEOKbA977ft1P56trL.jpg,"['de', 'en', 'tr']",False,Parole donnée,\N,0.0,2019,120,Drama,1291,"nm8025008,nm1921714,nm1672317",7.0,,,,1463,1541,1619,1199
tt9746500,http://erde-film.at/english,"Several billion tons of earth are moved annually by humans - with shovels, excavators or dynamite. Nikolaus Geyrhalter observes people in mines, quarries, large construction sites in a constant struggle to appropriate the planet.",0.757,/3Bal9eC3Qo0qLGUTJaM2pisCXoU.jpg,"['de', 'en', 'it', 'es', 'hu']",False,Earth,\N,0.0,2019,115,Documentary,1292,nm0315430,7.1,,,,1464,1554,1226,1614
tt0113351,,"Like many young people of the 1920s, Kong and Yan are infected with the ""happily ever after"" syndrome waiting for their perfect match. Unlike other love stories, this couple journeys through murder, ghostly spirits and true sacrifice all in the name of love.",2.293,/5YfsvcKw3jHHDEe6L0w9cUKhDcP.jpg,['cn'],False,Dans la nuit des temps,\N,0.0,1995,103,Comedy,1293,"nm0401206,nm0007139",7.1,,,,1465,1441,1518,1408
tt2531344,https://www.uphe.com/movies/blockers,"When three parents discover that each of their daughters have a pact to lose their virginity at prom, they launch a covert one-night operation to stop the teens from sealing the deal.",26.581,/uvlUQXg0AlpGzKukO11K7QtW3Yu.jpg,['en'],False,Contrôle parental,\N,0.0,2018,102,Comedy,1294,"nm1383738,nm1383078",6.2,,,,1466,2658,1436,4791
tt0274993,,"A worker in a bottle factory, Pierre decides to switch from day shift to night shift. In his new team, he runs into Fred, a charismatic and violent guy. Fred says loudly that Pierre is his boyfriend. In fact, he never misses an opportunity to bully or humiliate him. This could only be a bad joke. But the harassment continues in a downward spiral ...",0.6,/g8LR28sncNG4LiLLyiAkUwODARV.jpg,['fr'],False,Trois huit,\N,0.0,2001,95,Drama,1295,"nm0206797,nm0289771,nm0494355",7.1,,,,1467,1477,1512,1410
tt0093773,https://www.20thcenturystudios.com/movies/predator,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,55.452,/9XibNLfmUWCg0PPydmyoCl1KxvF.jpg,"['en', 'es']",False,Predator,\N,0.0,1987,107,Action,1296,"nm0859029,nm0859049",7.8,,,,3210,2612,1468,2727
tt0499537,,"During the 2006 World Cup qualifying match between Iran and Bahrain, numerous young women are caught and rounded up for dressing as men so they could gain access to the game. Guarded by several soldiers in a holding pen, the women attempt to keep updated on the score.",5.605,/xlsnJb2XkhjEtbfzl8EZvEwxu6i.jpg,['fa'],False,Hors jeu,\N,0.0,2006,93,Comedy,1297,"nm0070159,nm2158640",7.3,,,,1469,1313,1432,1923
tt1451409,http://www.pokkirithefilm.com,"Tamil is a killer for hire, and will accept any contract provided the amount is right. The Police want him for questioning, while the underworld needs him to silence their opponents. No one really knows this assassin's background. It is only Tamil who knows his real identity and he has no intention of sharing it with anyone.",5.365,/kT1VzLaUXJHa16Ifja03iiDlC2a.jpg,['ta'],False,Rogue,\N,0.0,2007,161,Action,1298,"nm12109726,nm0222150,nm0700872,nm2680620",7.6,,,,1470,1418,3210,1468
tt0068676,,"Yu Ying, Kao and Fan return to China to start a martial arts school but are bullied by the Japanese competitor who runs the Black Bear school. The harassment leads to intense conflicts between them.",3.192,/uT1OV1HZShs1j01D7RY342F0ivX.jpg,"['zh', 'it', 'ko']",False,Dynamique Dragon contre Boxers chinois,\N,0.0,1972,97,Action,1299,nm3161973,6.8,,,,1471,3367,1053,1533
tt1706620,,"In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine.",29.548,/nzccOvhrLGI0nvAknCEAk8bchD9.jpg,"['en', 'fr', 'ja', 'ko']",False,Snowpiercer : Le Transperceneige,\N,0.0,2013,126,Action,1300,"nm2441468,nm0499429,nm2440893,nm0094435,nm1031176",7.1,,,,1472,2917,4405,1444
tt3422078,,"France asleep in the nineteenth century, governed by steam and Napoleon VI, where scientists vanish mysteriously, a girl, Avril, goes in search of her missing scientist parents.",10.111,/cenqAhHFJRGf08L8rgvHTlFrLuL.jpg,['fr'],False,Avril et le monde truqué,\N,0.0,2015,105,Adventure,1301,"nm1458457,nm0499429,nm0850361,nm0131117,nm0514643",7.2,,,,1473,1475,1429,2696
tt0149691,http://www.foxmovies.com/anywherebuthere/,"Single mother Adele August is bad with money, and even worse when it comes to making decisions. Her straight-laced daughter, Ann, is a successful high school student with Ivy League aspirations. When Adele decides to pack up and move the two of them from the Midwest to Beverly Hills, Calif., to pursue her dreams of Hollywood success, Ann grows frustrated with her mother's irresponsible and impulsive ways.",12.66,/2DNtxmXkotuaJexU57geTLIPnQf.jpg,['en'],False,"Ma mère, moi et ma mère",\N,0.0,1999,114,Comedy,1302,"nm0801130,nm0765091",6.2,,,,1474,1460,1458,2339
tt3387520,https://www.scarystoriestotellinthedark.com/,"Mill Valley, Pennsylvania, Halloween night, 1968. After playing a joke on a school bully, Stella and her friends decide to sneak into a supposedly haunted house that once belonged to the powerful Bellows family, unleashing dark forces that they will be unable to control.",18.887,/kNjEmQGBm9cYqTB03r6yECozQyW.jpg,['en'],False,Scary Stories,\N,0.0,2019,108,Adventure,1303,"nm1087952,nm1156984,nm0868219,nm1733317,nm1729303,nm5213624",6.2,,,,1475,1473,1429,2696
tt2058107,,"A victim from World War II's ""Death Railway"" sets out to find those responsible for his torture. A true story.",12.149,/yuADLCxGCA5rFWk2QDXvX5plBrD.jpg,['en'],False,Les Voies du destin,\N,0.0,2013,116,Biography,1304,"nm0101639,nm0665466,nm4671561",7.1,,,,1476,1489,2086,1431
tt2572212,,"After her stagecoach is ambushed, a woman is  tasked with holding a dangerous outlaw captive and must survive the day when the bandit’s gang tries to free him",0.654,,[],False,Surrounded,\N,0.0,2023,100,Drama,1305,"nm5100027,nm1219310",6.1,,,,1477,1467,1512,4972
tt2505938,http://www.goodolfreda.com/,"The story of Freda Kelly, a shy Liverpudlian teenager asked to work for a young local band hoping to make it big: The Beatles. Their loyal secretary from beginning to end, Freda tells her tales for the first time in 50 years.",4.114,/bZylt896XL9JEr8dJvjlDAZZChl.jpg,"['de', 'en', 'fr']",False,Dans l'antichambre des Beatles : Quatre Garçons et une secrétaire dans le vent,\N,0.0,2013,86,Biography,1306,"nm5357937,nm1713913",7.4,,,,1478,1403,1454,1229
tt0193605,,"Saracen pirates aboard the ""Black Eagle"" attack Christians strongholds along the coast of Spain. When they stop off in Sheba to re-supply, they also buy female slaves and end up fighting over them.",0.877,/6XTN3PiH9XS29tElinNNr3r9dcA.jpg,['it'],False,Les Canons de San Antiogo,\N,0.0,1963,100,Adventure,1307,"nm0093501,nm0502391,nm0001466,nm0550264,nm0527121",6.1,,,,1479,1241,1398,1890
tt0053825,,"Sam Burton's second wife is a Kiowa, and their son is therefore born mixed-race. When a struggle starts between the whites and the native Kiowas, the Burton family is split between loyalties.",7.783,/xdDKj2Vnl1WKzdHl7S4eGPIFw6O.jpg,['en'],False,Les rôdeurs de la plaine,\N,0.0,1960,101,Western,1308,"nm0400236,nm0425913",6.5,,,,1480,1092,1977,3579
tt0063585,,"THE SERGEANT is the story of the dark inner struggle of Master Sergeant Albert Callan to overcome the overwhelming attraction he feels for one of his charges. In the staid and stifling environment of a post-World War II army post in France, Callan's deeply repressed attraction to other men surfaces when he encounters handsome Private Swanson. Maintaining the rugged ""man's man"" image of a war hero, Callan barks orders to his underlings. Later, lonely in his solitude, he recalls the frightening experiences of war and the events that led to this crossroads. Filled with self-loathing and unable to act on the natural attraction he feels for Swanson, Callan's affection festers into antagonism. He pushes Swanson constantly with verbal assaults and undeserved punishments.",1.941,/wxfTlPTNFoTNpQL9LYNsGsloWeH.jpg,['en'],False,Le sergent,\N,0.0,1968,108,Drama,1309,nm0614197,6.6,,,,1481,2243,1507,1511
tt0080179,,"After being punished for getting into trouble, a mischievous young man is sent to train under a brutal, but slovenly old beggar, who teaches him the secret of the Drunken Fist.",19.116,/cf43J2SH8tECZVl9N5n0Q6Ckche.jpg,['cn'],False,Le Maître chinois,\N,0.0,1978,111,Action,80,"nm0519731,nm0628838",7.4,,,,80,1482,4383,4848
tt1345836,http://www.thedarkknightrises.com/,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",66.002,/85cWkCVftiVs0BVey6pxX8uNmLt.jpg,['en'],False,The Dark Knight Rises,\N,0.0,2012,164,Action,1310,"nm0634300,nm0634240,nm0275286,nm0004170",8.4,,,,1483,1484,2727,1492
tt1001526,http://www.megamind.com,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",50.054,/uZ9ytt3sPTx62XTfN56ILSuYWRe.jpg,['en'],False,Megamind,\N,0.0,2010,95,Action,1311,"nm0774786,nm2523794",7.3,,,,1484,1483,2727,1492
tt21816824,https://www.netflix.com/title/81644889,"A portrait of the life and career of Robert Downey Sr. (1936-2021), the visionary and fearless US filmmaker — father of actor Robert Downey Jr. — who in the sixties and seventies laid the foundations for countercultural comedy.",10.291,/2lyqE4OQaEvNvNQwngsZH9xzg4B.jpg,['en'],False,"Robert Downey Sr., le père",\N,0.0,2022,89,Biography,1312,\N,7.2,,,,1485,1504,1406,4200
tt0117968,,"Four intertwining stories of bizarre occurrences in Paris featuring a man who was stolen away by fairies, a professor who becomes a tramp, the lovers who inherit a chateau – and the last tale that connects all that has gone before.",3.146,/v5zPLrTdFWox2AO7aTytgVhmdoU.jpg,['fr'],False,Trois vies et une seule mort,\N,0.0,1996,123,Comedy,724,"nm0749914,nm0094726",6.8,,,,1486,2037,2020,1631
tt0405159,http://www.milliondollarbaby-derfilm.de/,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",22.596,/2ti3l1OeB8G94yyqfAI7nmMZUbA.jpg,"['ga', 'en']",False,Million Dollar Baby,\N,0.0,2004,132,Drama,1170,"nm0353673,nm0101801",8.1,,,,1487,1315,3529,1299
tt0063379,,"A man, released after a jail term for a crime he did not commit, raises a gang to go after the man who framed him.",5.817,/vvhnbqZmnu3D2LGxSj2bIUZKW3k.jpg,['it'],False,5 gachettes d'or,\N,0.0,1968,95,Drama,1313,"nm0000783,nm0148970",6.1,,,,1488,1450,1445,2376
tt2403393,,"Inspirational true story of Iranian dancer Afshin Ghaffarian, who risked his life for his dream to become a dancer despite a nationwide dancing ban.",5.669,/uV1GYM2gdit0SnNWAweG321evbg.jpg,['en'],False,Desert Dancer,\N,0.0,2014,104,Biography,1314,"nm1638619,nm6523338",6.2,,,,1489,1476,2086,1431
tt0096143,,"After a car accident, a twelve years old boy had to take care of his younger sister and their dog as they are lost in the Moroccan desert.",0.6,,['fr'],False,Sortis de route,\N,0.0,1989,93,Adventure,1315,nm0559769,7.2,,,,1490,1300,1356,1774
tt5078354,,"They loved each other with the ardor of thirteen-year-old boys. Rebellion and curiosity, hopes and doubts, girls and dreams of glory – they shared it all. Paul was rich, Emile poor. They went skinny-dipping, drank absinthe, starved, only to overeat. Sketched models by day, caressed them by night... Now, Paul is a painter and Emile a writer. Glory has passed Paul by. But Emile has it all: fame, money, the perfect wife, whom Paul once loved. They judge each other, admire each other, confront each other. They lose touch, meet up again, like a couple who cannot stop loving each other.",9.966,/6ErrcTPS1xf05ynSN9VmBOf9686.jpg,['fr'],False,Les inséparables,\N,0.0,2016,117,Biography,867,nm0860019,6.1,,,,1491,894,1357,1153
tt1300851,http://www.sonypictures.com/movies/boondocksaints2/,"Skillfully framed by an unknown enemy for the murder of a priest, wanted vigilante MacManus brothers Murphy and Connor must come out of hiding on a sheep farm in Ireland to fight for justice in Boston.",13.918,/jFHtFInp3tYIBxkwWMfNJf1RBZW.jpg,"['en', 'it', 'es']",False,Les anges de Boston 2,\N,0.0,2009,118,Action,1316,"nm0240627,nm1232198",6.2,,,,1492,1484,1596,1483
tt0237539,,An endearing light comedy about a woman who spontaneously becomes a resident of Venice after her family left her behind. While enjoying the wonderful people she meets she achieves a new life and the first time independent of her family.,9.586,/vz0THk3uPmYip2U761UqB2D0hRl.jpg,['it'],False,"Pain, Tulipes et Comédie",\N,0.0,2000,114,Comedy,711,"nm0812862,nm0502859",7.3,,,,1493,4608,3404,946
tt9500372,https://dijitalsanatlar.com/en/film/naim,"From defecting to the Olympics, an underdog weightlifter powers through adversity to raise up his community in this biopic of Naim Süleymanoğlu.",4.965,/yNEATX1X3B7vmKY2Brm2wumuNG4.jpg,"['tr', 'bg', 'en']",False,Pocket Hercules: Naim Süleymanoglu,\N,0.0,2019,141,Biography,1317,"nm9220261,nm0685157",8.2,,,,1494,1615,4330,1642
tt7153766,https://bleeckerstreetmedia.com/unsane,A woman is involuntarily committed to a mental institution where she is confronted by her greatest fear.,12.043,/jzxgMYk6zRMIIp8m28iatTe70dp.jpg,['en'],False,Paranoïa,\N,0.0,2018,98,Drama,261,"nm0077080,nm0007079",6.4,,,,2055,1495,953,258
tt0427461,,"Estranged by the degree of corporate influence within the largest U.S. listening station in the world, an aging NSA officer defects and mounts a clandestine counter-listening station high in the Italian alps.",2.636,/tJQjjDrV0gMIZ4l0ARKKqQLYf7r.jpg,['it'],False,Projet échelon,\N,0.0,2006,105,Crime,1318,"nm1760810,nm1779950,nm1440027",6.2,,,,1496,1394,4761,2824
tt0076384,,"Henri Savin has managed a trucking company for his lover, Dominique Montlaur, for many years. Now he is planning to leave her for Julie Manet, the woman he has made pregnant, and Dominique is hysterical. She first threatens suicide, then shows up at a meeting of Savin and Julie. Dominique tries everything she can think of to break Savin and Julie apart, to no avail. Frustrated in her efforts, she jumps off a cliff and dies. Savin insists that he and Julie lie to the police about the encounter, although Dominique's death was a suicide and therefore they had no direct hand in it. Detective Waldeck investigates Dominique's death.",3.193,/gNCQaYcSy8B2Ik1m1HwqkTOS2cs.jpg,['fr'],False,La menace,\N,0.0,1977,117,Action,1319,"nm0099429,nm0006734,nm0394133",6.6,,,,1497,1435,1589,1470
tt0443076,,"No overview found. Waitress Doris meets a stranger on a train to Leipzig. This well-dressed thirty-something man decides to follow her, as they are drawn to each other, but neither seem prepared to admit to their loneliness.",1.483,/dGkGYKWCMxxB7om4v8uqd2VirVi.jpg,['de'],False,La main dans le sac,\N,0.0,2005,87,Drama,1320,nm1884143,6.1,,,,1498,1561,1509,2066
tt4363672,,"Half documentary, half docu-drama about a German karate champion, who used to be a successful pimp...",0.936,/nUj6PzDZDDvCPjyRGHgy5DiFAcN.jpg,['de'],False,Un amour violent,\N,0.0,2015,89,Biography,773,"nm4235496,nm5330561,nm0902823,nm2656083",6.9,,,,1499,1075,1015,667
tt0463854,,"The inhabitants of the British Isles have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",22.383,/ja8nzgtzhJq0vtX3BJcnbceIxCF.jpg,['en'],False,28 Semaines plus tard,\N,0.0,2007,100,Horror,1321,"nm0423626,nm0294379,nm0492038,nm0647449",6.9,,,,1500,1692,3240,1312
tt0780516,http://www.flawlessfilm.com/,"A female executive and a night janitor conspire to commit a daring diamond heist from their mutual employer, The London Diamond Corporation.",11.773,/qENzVKfdyNBAwShcS0YhWeJe34M.jpg,['en'],False,Le casse du siècle,\N,0.0,2007,108,Crime,1322,nm2207094,6.7,,,,1501,2183,3433,1438
tt0173716,,An insane independent film director and his renegade group of demented filmmakers kidnap an A-list Hollywood actress and force her to star in their underground film.,7.204,/gCXUA9BUOSDmOFVfkVBF4v15Td6.jpg,['en'],False,Cecil B. Demented,\N,0.0,2000,87,Comedy,1323,nm0000691,6.3,,,,1502,4379,1249,1595
tt15678782,,"Peace in the fictional Portuguese village Curral de Moinas is disturbed when Quim discovers he had a father who left him a huge inheritance with a bank, the prestigious BLOW-ME (Bank of Loans Over Worth-Market Exchange). So the two friends Quim and Zé head for Lisbon and start living a life of luxury, drinking bubbled wine and cars with more than 20 horse power engines. But money and the big city corrupt Quim... Will their friendship resist the challenge? Will Quim be able to manage BLOW-ME when he can't even sort out the change at a grocery store? Is the night life in Cascais ready for Zé's single eyebrow? Lisbon will never be the same...",1.761,/nPV3vE1tnCBWwufh7NlquYNjhZl.jpg,['pt'],False,Curral de Moinas - Os Banqueiros do Povo,\N,0.0,2022,101,Comedy,1324,"nm1513910,nm2143612",6.2,,,,1503,1305,1198,1787
tt8727582,,"For decades, a nice Jewish couple ran Circus of Books, a porn shop and epicenter for gay LA. Their director daughter documents their life and times.",7.606,/y19U39IccjFpn70UmYIET9B3dBV.jpg,['en'],False,Circus of Books,\N,0.0,2019,92,Biography,1325,"nm5194305,nm5731579",7.1,,,,1504,1485,1406,4200
tt2329998,https://khaosthemovie.wordpress.com/,"Greece: 2012. Khaos: The Human Faces of the Greek Crisis starting from numerous accounts and stories, Khaos presents without varnish the daily life of the Greek people with Panagiotis Grigoriou, historian and war economical blogger as our recurring character. This road movie is pace by jazz and rap that bring us from Trikala to Kea Island including Athens at the encounter of the Greek citizen from the fisherman to the political tagger.",0.844,,['fr'],False,"Khaos, les visages humains de la crise Grecque",\N,0.0,2012,95,Documentary,1326,\N,7.6,,,,1505,1442,1353,1788
tt8161914,,"Ryo Saeba works the streets of Tokyo as the City Hunter. He's a ""sweeper"" and with his sidekick Kaori Makimura, he keeps the city clean. People hire the City Hunter to solve their dangerous problems, which he does with a Colt Python. When Ryo's not working on a case, he's working on getting the ladies, and Kaori must keep him in check with her trusty 10 kg hammer.",9.701,/9pq1KCvE8gry7QlKszWMgAA6weE.jpg,['ja'],False,Nicky Larson Private Eyes,\N,0.0,2019,95,Action,1327,"nm0405783,nm0441419",6.4,,,,1506,1453,3566,1566
tt0087957,,"A victim of his own anger, the Kid is a Minneapolis musician on the rise with his band, the Revolution, escaping a tumultuous home life through music. While trying to avoid making the same mistakes as his truculent father, the Kid navigates the club scene and a rocky relationship with a captivating singer, Apollonia. But another musician, Morris, looks to steal the Kid's spotlight -- and his girl.",10.762,/vkQmzaSuDj8QyXmwNhCceCAmwUe.jpg,['en'],False,Purple Rain,\N,0.0,1984,111,Drama,1328,"nm0536299,nm0088479",6.5,,,,1507,1511,1547,2520
tt1600428,,"At thirteen-years-old, with an unusually high IQ and a knack for observing things about other people, Lou Bertignac is not only the youngest in her class at school; she is also the most unusual. Painfully shy, she has few friends, save for Lucas, whose company helps her get through each day. At home, Lou's life is also difficult: Her mother hasn't left the house in years and her father spends his days crying in the bathroom. Lou's world is dark and sad... That is, until she meets No.",3.408,/m9CJHeyUP2tpbm1TFWhnIt594kX.jpg,['fr'],False,No et moi,\N,0.0,2010,105,Drama,1329,"nm3627727,nm0951456,nm0755389",6.6,,,,3313,1508,3715,4291
tt0090922,,"Four young people spend their time living the wild life - until one of them is brutally murdered in a burglary. The survivors come under the scrutiny of an eccentric cop, and their underlying fears and regrets slowly but surely emerge.",1.631,/g16x9sQJQ9FyiSNjrggLOftfUsW.jpg,"['zh', 'cn']",False,Amours déchus,\N,0.0,1986,96,Drama,1330,"nm0481706,nm0158402,nm0948134",6.7,,,,1509,1498,1525,1561
